score,url
0.0048866,https://www.nytimes.com/2017/06/20/sports/cleveland-cavaliers-cut-ties-with-general-manager-david-griffin.html
0.004835292,https://www.nytimes.com/2017/01/31/sports/soccer/liverpool-chelsea-fc.html
0.004618062,https://www.nytimes.com/2017/05/15/sports/canada-and-russia-post-shutouts-at-world-hockey-championship.html
0.004123594,https://www.nytimes.com/2017/06/14/sports/minnesota-twins-28-hits-20-runs-seattle-mariners.html
0.004108006,https://www.nytimes.com/2017/06/19/sports/rockies-game-winning-homer-completes-cycle-against-the-giants.html
0.0039978465,https://www.nytimes.com/2017/06/25/sports/soccer/confederations-cup.html
0.0005494168,https://www.nytimes.com/2018/01/19/us/politics/republicans-surveillance-trump-russia-inquiry.html
0.00054312707,https://www.nytimes.com/2016/06/23/sports/soccer/euro-2016-final-16-iceland-austria.html
0.00053155265,https://www.nytimes.com/interactive/2018/01/31/magazine/winter-olympics-short-track-speed-skating-koreans.html
0.0005271984,https://www.nytimes.com/2016/05/21/sports/soccer/spezia-ascoli-serie-b-draw.html
0.0005023005,https://www.nytimes.com/2016/06/24/sports/soccer/jamie-vardy-rejecting-arsenals-advances-agrees-to-stay-at-leicester-city.html
0.0004909278,https://www.nytimes.com/2017/11/15/briefing/zimbabwe-emmanuel-macron-jeff-sessions-.html
0.00048231907,https://www.nytimes.com/2016/06/12/sports/soccer/euro-2016-riots.html
0.00047022125,https://www.nytimes.com/2017/05/20/us/politics/trump-discovers-the-dangers-of-governing-at-daredevil-speed.html
0.00046690556,https://www.nytimes.com/2017/11/24/opinion/north-korea-songbun.html
0.00045759077,https://www.nytimes.com/2015/10/31/sports/soccer/carolina-soccer-team-sold-by-firm-tied-to-fifa-scandal.html
0.00020619661,https://afterdeadline.blogs.nytimes.com/2015/12/15/tangled-passages-12/
0.00020010238,https://www.nytimes.com/2016/01/05/sports/soccer/real-madrid-replaces-rafael-benitez-with-zinedine-zidane-as-coach.html
0.00019588719,https://www.nytimes.com/2017/03/15/sports/hockey/us-women-world-championship-boycott-contract.html
0.00019470022,https://www.nytimes.com/interactive/2018/03/08/magazine/25-songs-future-of-music.html
0.00018847884,https://www.nytimes.com/2017/06/01/briefing/paris-agreement-philippines-vladimir-putin-your-friday-briefing.html
0.00018302877,https://www.nytimes.com/2017/08/14/well/when-sports-injuries-lead-to-arthritis-in-joints.html
0.00018258915,https://www.nytimes.com/2018/02/22/learning/on-the-shooting-in-florida-student-activism-black-panther-and-the-olympics-our-favorite-student-comments-of-the-week.html
0.0001784918,https://www.nytimes.com/2017/08/10/us/guam-residents-north-korea.html
